3050 4030 3
2942 2246 7.96 10.47
2942 819 14.43 30.62
2942 3770 16.36 24.05
2943 915 9.05 22.2
2943 2768 11.5 15.65
2943 3812 3.14 5.15
2943 3960 0.77 1.4
2943 4118 10.95 25.11
2944 634 6.32 12.52
2944 2526 14.5 25.91
2944 1294 16.22 20.27
2944 2664 7.72 11.36
2944 3457 13.81 28.43
2945 946 14.39 35.44
2945 670 19.25 29.65
2945 407 3.53 5.96
2945 748 12.29 27.55
2945 460 4.37 7.82
2946 1522 12.06 27.61
2946 755 4.04 5.97
2946 973 0.8 1.83
2946 2180 6.53 7.89
2946 162 16.33 37.4
2947 704 17.06 26.23
2947 1267 17.61 28.55
2947 3687 1.14 1.47
2947 1899 15.83 31.73
2947 4690 3.34 7.93
2948 3590 13.26 29.79
2948 3217 6.51 8.15
2948 940 6.85 12.67
2948 4298 8.86 17.86
2948 687 19.64 39.22
2949 4852 2.13 3.76
2949 2468 10.98 24.04
2949 2263 6.36 12.71
2949 3050 16.29 26.68
2949 1110 3.97 6.47
2950 693 10.53 26.15
2950 3327 16.37 34.21
2950 1411 18.6 43.87
2950 2701 14.93 26.09
2950 1597 6.32 9.41
2951 1305 7.02 10.16
2951 1172 1.82 4.47
2951 4032 16.8 34.66
2951 1927 15.53 23.98
2951 1536 7.09 14.12
2952 2215 2.71 4.14
2952 1046 6.28 11.75
2952 780 9.25 11.3
2952 4725 1.57 1.89
2952 4578 19.93 48.23
2953 764 16.35 20.92
2953 804 18.69 29.03
2953 707 17.71 39.59
2953 2525 4.51 11.09
2953 2321 12.83 25.35
2954 3307 2.27 5.66
2954 4661 9.24 18.24
2954 177 19.1 28.09
2954 4212 1.11 2.01
2954 4555 6.54 13.08
2955 1128 7.09 11.8
2955 3326 5.1 11.74
2955 2154 17.68 25.53
2955 44 2.01 4.55
2955 4316 4.22 5.13
2956 2084 12.89 23.14
2956 799 17.08 28.56
2956 3008 5.84 9.0
2956 1221 10.78 19.39
2956 458 13.85 21.37
2957 487 16.62 31.82
2957 4254 6.29 9.48
2957 884 6.4 14.05
2957 2803 19.03 25.22
2957 4277 14.26 20.36
2958 3918 9.26 13.43
2958 4871 2.6 6.41
2958 2115 13.5 17.82
2958 3221 1.33 2.43
2958 1931 8.1 20.21
2959 141 0.88 1.17
2959 93 16.26 20.07
2959 4304 2.03 3.17
2959 3068 0.69 1.1
2959 3390 14.47 33.28
2960 3802 17.73 26.98
2960 1637 15.11 30.3
2960 4863 11.47 28.59
2960 2752 13.79 21.84
2960 611 18.18 39.76
2961 603 1.63 3.0
2961 528 17.41 39.95
2961 441 8.54 15.78
2961 2620 6.21 11.94
2961 4411 16.24 40.14
2962 2354 12.36 25.94
2962 4041 3.26 3.96
2962 3393 3.96 9.62
2962 462 1.17 1.65
2962 1818 9.08 16.78
2963 2452 2.36 3.16
2963 1522 10.37 16.88
2963 1097 6.94 16.65
2963 2015 10.48 17.52
2963 3843 9.89 15.95
2964 130 13.77 17.22
2964 2004 6.73 13.94
2964 3347 11.5 16.41
2964 3248 5.94 9.72
2964 3650 12.72 28.63
2965 3452 15.21 28.67
2965 2131 8.41 15.77
2965 4805 2.07 2.98
2965 2155 18.36 44.59
2965 1379 11.67 21.92
2966 1186 3.71 7.84
2966 2687 8.85 18.77
2966 3455 19.7 38.16
2966 3251 18.99 24.75
2966 1073 18.24 26.55
2967 490 14.12 24.38
2967 3662 17.69 39.48
2967 4108 15.89 33.8
2967 1118 15.25 32.75
2967 1504 6.38 8.22
2968 288 1.52 3.72
2968 1121 7.19 16.13
2968 2036 8.16 19.54
2968 2048 8.0 19.41
2968 3790 13.51 27.88
2969 920 10.28 25.18
2969 1538 9.29 23.21
2969 3029 10.54 16.34
2969 4073 15.04 26.34
2969 458 9.0 19.23
2970 4661 14.96 26.28
2970 2059 11.32 24.24
2970 3769 15.94 32.41
2970 3559 9.36 17.29
2970 4570 19.75 25.26
2971 4678 19.71 24.1
2971 2311 10.59 25.34
2971 475 18.72 24.78
2971 1975 10.41 23.29
2971 3838 19.44 32.81
2972 2902 6.38 8.11
2972 3952 2.89 3.57
2972 1731 17.91 26.11
2972 476 5.93 8.2
2972 1452 5.12 11.14
2973 2936 5.05 10.8
2973 98 8.8 11.36
2973 118 10.33 25.78
2973 2140 10.62 13.72
2973 13 5.69 12.61
2974 4311 15.76 31.05
2974 1466 2.84 5.75
2974 4513 4.01 8.31
2974 2928 1.07 2.44
2974 744 0.73 1.76
2975 206 11.11 27.37
2975 3121 18.71 28.26
2975 1760 4.37 7.88
2975 3984 7.31 9.14
2975 3471 17.6 25.0
2976 2802 17.74 32.35
2976 1338 15.7 34.06
2976 32 18.93 39.91
2976 4451 2.49 4.51
2976 4592 13.86 25.34
2977 4380 3.32 7.39
2977 3146 5.36 12.78
2977 2872 3.31 8.14
2977 4579 15.7 32.25
2977 1045 10.76 21.52
2978 3108 19.2 24.28
2978 57 13.54 24.48
2978 1448 3.03 4.55
2978 2138 19.43 34.72
2978 2136 12.54 16.45
2979 3426 16.63 21.03
2979 2191 0.86 1.99
2979 3916 17.44 35.66
2979 264 18.98 46.28
2979 1932 18.13 41.47
2980 1332 6.36 14.34
2980 129 10.06 21.78
2980 1890 19.18 40.72
2980 3010 1.31 2.1
2980 4362 3.28 4.82
2981 449 18.95 36.51
2981 4285 13.18 30.99
2981 588 13.24 21.42
2981 4844 9.52 22.75
2981 2716 10.64 21.83
2982 1938 1.05 2.43
2982 3237 17.78 26.53
2982 4589 5.15 12.65
2982 4266 12.94 17.22
2982 4501 11.38 26.31
2983 4922 6.56 13.31
2983 996 3.76 9.32
2983 3239 6.8 16.68
2983 2576 9.72 15.91
2983 830 19.19 26.42
2984 1964 17.83 24.7
2984 3765 5.71 12.7
2984 4933 0.7 1.03
2984 2738 10.9 23.58
2984 1291 14.9 18.61
2985 258 18.83 37.16
2985 4948 6.68 13.37
2985 3965 3.52 4.35
2985 356 14.54 34.04
2985 53 15.58 31.69
2986 4998 11.83 14.2
2986 53 14.92 21.79
2986 1763 5.07 11.79
2986 961 3.76 6.24
2986 1402 16.51 30.43
2987 147 16.1 23.57
2987 621 13.37 29.46
2987 2734 16.48 37.96
2987 2475 8.98 14.47
2987 558 17.07 39.46
2988 2623 5.47 12.74
2988 658 5.75 7.06
2988 3995 3.81 8.52
2988 886 2.66 6.11
2988 3028 16.98 33.69
2989 1714 5.52 10.52
2989 2848 4.79 10.38
2989 1785 14.88 18.1
2989 2381 19.01 23.53
2989 106 9.67 17.78
2990 2971 14.33 17.41
2990 196 1.58 2.29
2990 4554 1.64 2.56
2990 4521 17.09 26.8
2990 2377 18.64 37.55
2991 720 0.56 1.37
2991 553 3.62 6.6
2991 1339 3.34 6.3
2991 1311 7.47 12.14
2991 3161 12.79 27.38
2992 2541 15.09 25.17
2992 2183 7.79 17.39
2992 4287 4.77 10.94
2992 2957 1.3 3.03
2992 1091 17.46 24.22
2993 67 11.15 14.56
2993 4656 19.34 42.29
2993 556 16.91 24.89
2993 3012 6.04 13.21
2993 2717 10.89 19.46
2994 219 12.49 28.75
2994 4205 15.49 27.21
2994 3305 3.69 4.83
2994 886 12.15 28.09
2994 1239 7.8 10.81
2995 2647 7.64 18.61
2995 4660 0.54 0.8
2995 704 1.98 2.52
2995 879 14.55 28.75
2995 3096 18.63 24.82
2996 1228 19.62 34.64
2996 4696 0.54 0.99
2996 782 16.76 26.84
2996 2329 19.73 35.5
2996 4860 1.05 1.36
2997 4574 4.74 9.03
2997 1891 15.15 31.33
2997 3366 14.54 29.13
2997 2214 3.36 5.53
2997 1115 12.61 22.88
2998 4852 8.51 20.64
2998 3059 16.91 28.72
2998 874 1.08 2.39
2998 374 8.34 16.34
2998 2657 2.42 4.82
2999 218 17.07 22.55
2999 1110 15.27 37.95
2999 2983 3.82 8.29
2999 1718 18.59 33.66
2999 2679 14.64 31.55
3000 3857 13.78 23.88
3000 2963 11.03 24.95
3000 182 16.76 33.01
3000 3802 13.56 21.14
3000 3238 0.68 1.69
3001 500 6.55 9.39
3001 2131 3.64 8.41
3001 4336 2.36 3.97
3001 227 2.06 4.45
3001 2424 17.68 36.09
3002 3864 17.66 34.51
3002 1823 18.34 33.14
3002 2342 18.66 40.84
3002 2383 18.95 23.48
3002 3298 19.27 39.26
3003 1480 12.43 23.28
3003 3197 16.99 38.04
3003 3029 19.83 35.01
3003 1524 1.36 3.14
3003 22 18.22 31.91
3004 3556 15.49 32.02
3004 3722 19.6 43.16
3004 1225 11.74 26.58
3004 1389 7.25 8.94
3004 3108 14.82 19.88
3005 3041 10.54 17.04
3005 3333 5.78 9.05
3005 1115 3.94 4.82
3005 1758 14.35 34.09
3005 4548 2.3 3.17
3006 697 16.59 20.57
3006 1485 13.23 17.89
3006 2721 1.5 2.53
3006 4027 12.8 24.79
3006 805 15.93 27.0
3007 1482 3.84 7.52
3007 3609 17.15 24.99
3007 3557 3.46 7.22
3007 1389 5.54 13.66
3007 2160 10.16 12.67
3008 1752 17.31 37.4
3008 905 12.4 19.16
3008 3754 18.02 27.66
3008 507 16.56 30.34
3008 463 10.87 15.5
3009 2128 5.29 11.61
3009 3110 6.95 15.68
3009 2836 9.87 22.0
3009 1672 1.09 1.33
3009 4627 19.38 38.28
3010 947 3.2 5.14
3010 1148 16.92 31.91
3010 4313 10.95 17.3
3010 2867 3.79 4.67
3010 3875 4.85 11.97
3011 3771 7.79 16.32
3011 3102 10.47 20.7
3011 3781 15.45 37.09
3011 2087 13.99 18.3
3011 1738 8.26 18.41
3012 458 17.9 37.6
3012 4778 1.31 1.94
3012 3611 8.31 14.4
3012 1688 3.49 8.48
3012 1509 19.8 36.48
3013 366 15.21 35.81
3013 4020 1.16 2.67
3013 2421 7.8 14.77
3013 1726 7.3 13.36
3013 2605 12.46 30.89
3014 3999 6.65 9.59
3014 4138 4.95 10.83
3014 4917 18.83 29.27
3014 2130 2.02 2.77
3014 408 1.85 2.69
3015 1350 15.74 33.16
3015 635 16.33 25.17
3015 4767 4.76 6.3
3015 310 4.68 6.3
3015 32 14.43 33.13
3016 1465 11.1 15.34
3016 1883 17.4 34.5
3016 50 19.79 46.74
3016 4142 7.68 19.19
3016 3903 2.43 4.49
3017 3717 10.15 15.22
3017 4856 9.3 17.16
3017 4838 2.8 3.88
3017 4520 1.93 3.43
3017 465 15.31 30.63
3018 673 19.33 44.41
3018 4540 9.61 15.39
3018 1720 8.76 16.34
3018 2234 12.33 20.87
3018 3527 19.56 27.55
3019 3932 8.99 16.13
3019 4817 13.64 20.46
3019 832 3.97 5.18
3019 1477 17.68 29.78
3019 757 12.13 24.21
3020 1748 0.81 1.43
3020 853 7.78 11.69
3020 2465 15.55 27.25
3020 3795 3.86 5.94
3020 735 14.19 32.99
3021 867 6.67 9.1
3021 1617 7.57 12.99
3021 1450 10.55 13.21
3021 4618 10.2 15.4
3021 1149 17.47 25.17
3022 1930 19.22 34.92
3022 1539 2.74 5.88
3022 521 10.63 17.3
3022 4339 19.64 33.37
3022 671 19.6 48.18
3023 1318 10.9 17.46
3023 4849 0.69 1.14
3023 3034 11.97 27.29
3023 2702 12.44 30.32
3023 3431 12.51 30.87
3024 4791 9.92 18.83
3024 897 8.4 17.59
3024 1866 6.42 10.4
3024 2124 13.64 30.6
3024 2036 5.84 9.51
3025 1084 15.81 21.35
3025 3604 17.75 30.0
3025 977 15.15 28.21
3025 3345 18.27 22.9
3025 1900 16.7 21.34
3026 4904 1.13 2.26
3026 1199 0.93 2.02
3026 4926 12.15 20.57
3026 3934 2.25 4.43
3026 3126 19.99 31.5
3027 1296 18.4 44.32
3027 1777 15.57 22.08
3027 4932 4.8 7.99
3027 2048 11.5 20.05
3027 4233 5.33 13.16
3028 1734 16.92 39.66
3028 2822 15.22 30.53
3028 4627 18.53 40.44
3028 4309 8.61 19.11
3028 4698 3.16 5.17
3029 3804 18.85 33.51
3029 3706 5.39 8.53
3029 4540 7.96 11.88
3029 4421 9.74 17.04
3029 2934 3.83 6.77
3030 2612 9.33 18.48
3030 4312 3.53 4.56
3030 3512 1.4 2.22
3030 2730 14.12 25.39
3030 562 18.96 35.65
3031 3944 15.52 22.82
3031 3056 3.14 4.15
3031 4797 7.39 14.43
3031 2675 3.58 6.11
3031 4243 14.11 27.68
3032 2068 6.88 12.39
3032 2875 6.88 8.37
3032 2341 19.85 24.73
3032 2558 19.9 26.97
3032 2976 17.38 21.65
3033 1115 16.3 22.11
3033 2939 5.78 11.42
3033 4146 16.28 25.23
3033 2360 10.56 20.38
3033 4650 5.78 14.44
3034 13 11.01 21.03
3034 1480 3.06 6.54
3034 2178 14.09 29.6
3034 2410 14.52 35.45
3034 3215 16.55 40.13
3035 1238 18.94 23.02
3035 4950 0.96 1.61
3035 4091 10.68 23.84
3035 4713 13.45 16.46
3035 4963 14.45 22.97
3036 4957 0.66 0.99
3036 2260 9.78 19.07
3036 105 1.81 3.37
3036 2370 1.15 2.16
3036 391 15.6 33.82
3037 4393 5.06 10.91
3037 1758 9.28 21.84
3037 3676 4.78 6.55
3037 93 11.22 27.78
3037 1993 13.59 26.11
3038 821 7.37 14.67
3038 3258 3.33 6.72
3038 3103 19.25 40.18
3038 430 13.69 22.95
3038 4494 2.23 4.39
3039 2995 18.33 43.88
3039 3631 1.96 3.68
3039 1408 18.95 36.44
3039 3497 19.36 37.19
3039 430 8.47 16.7
3040 2344 9.86 15.62
3040 3787 16.82 37.16
3040 246 6.04 14.96
3040 164 7.19 12.22
3040 1563 0.98 1.33
3041 184 18.37 44.61
3041 1090 6.91 14.31
3041 2562 3.83 4.99
3041 1503 18.99 43.24
3041 3302 0.77 1.43
3042 3741 3.74 7.7
3042 3078 3.51 4.86
3042 4809 15.99 25.49
3042 3575 6.64 8.79
3042 3844 10.69 24.01
3043 4267 11.91 28.55
3043 303 2.45 5.72
3043 3370 12.31 29.18
3043 1368 19.91 46.89
3043 1503 13.06 20.87
3044 1789 1.22 1.99
3044 1432 15.03 23.22
3044 801 7.53 13.91
3044 2136 0.72 1.71
3045 4600 13.08 19.0
3045 1706 0.55 1.14
3045 929 14.73 28.31
3045 1635 5.7 7.0
3045 3765 7.09 15.93
3046 2241 8.5 13.47
3046 3727 1.76 3.05
3046 3093 17.47 37.43
3046 2665 13.01 29.69
3046 768 11.55 23.26
3047 4026 7.75 17.52
3047 1528 5.02 8.78
3047 433 3.61 8.04
3047 704 5.83 11.97
3047 4829 6.1 8.41
3048 101 8.76 17.68
3048 1362 4.39 8.93
3048 1246 6.02 10.2
3048 3207 0.85 1.09
3048 1353 17.16 29.2
3049 4745 6.44 8.21
3049 363 12.32 18.38
3049 1720 17.62 39.29
3049 3871 14.25 32.72
3049 3348 18.63 44.04
3050 4668 8.47 12.3
3050 754 1.07 2.44
3050 2002 4.67 5.69
3050 655 15.92 28.74
3050 1239 19.16 34.65
3051 1670 17.83 29.33
3051 1221 4.64 7.94
3051 1266 0.89 1.64
3051 3971 15.88 33.06
3051 3985 13.74 19.94
3052 4518 7.0 14.2
3052 192 7.59 10.92
3052 1787 19.15 33.71
3052 3004 15.43 28.58
3052 3719 7.4 8.99
3053 4135 15.4 27.01
3053 837 9.05 20.67
3053 749 10.92 19.87
3053 252 4.68 9.68
3053 4607 1.75 2.57
3054 3071 10.68 25.1
3054 991 19.26 40.94
3054 2038 5.64 10.54
3054 3469 5.19 8.65
3054 3561 12.01 19.57
3055 3671 5.05 11.32
3055 317 4.79 9.56
3055 2673 9.53 14.68
3055 3249 9.49 14.89
3055 2586 19.22 47.93
3056 1622 11.7 27.21
3056 4716 10.98 21.7
3056 3002 19.05 37.99
3056 3270 12.98 16.75
3056 4919 16.39 32.17
3057 42 11.24 24.9
3057 2775 10.11 17.97
3057 4670 4.38 5.7
3057 3847 11.65 25.41
3057 1675 19.15 28.8
3058 1295 5.77 9.46
3058 4046 1.63 3.2
3058 2590 12.16 16.3
3058 1927 13.45 24.52
3058 128 1.24 2.42
3059 2961 18.1 31.99
3059 1423 1.18 2.89
3059 2272 4.63 9.15
3059 608 3.32 5.78
3059 1765 9.22 19.57
3060 1221 6.1 13.96
3060 4699 14.07 17.55
3060 3173 19.21 23.63
3060 3998 16.16 19.95
3060 2288 17.58 30.86
3061 4885 18.48 37.18
3061 2576 7.6 18.52
3061 4485 1.44 1.83
3061 2616 11.68 19.08
3061 2054 19.04 33.11
3062 3120 11.0 27.2
3062 3676 19.46 37.55
3062 4993 8.29 14.88
3062 3376 4.38 6.7
3062 3354 17.16 35.66
3063 2398 10.48 22.21
3063 4698 13.74 27.48
3063 3653 11.04 24.27
3063 2931 16.83 22.91
3063 1039 3.75 4.7
3064 2266 11.72 24.57
3064 1169 9.56 16.27
3064 2596 19.5 27.31
3064 1101 15.3 27.19
3064 1453 6.39 15.57
3065 1188 14.35 29.05
3065 1142 18.26 38.67
3065 2743 5.57 11.59
3065 3997 10.35 25.74
3065 2137 13.0 20.89
3066 1656 14.03 23.54
3066 1561 12.34 27.79
3066 3589 13.8 24.5
3066 3076 4.72 9.17
3066 1107 2.0 3.54
3067 491 17.77 40.07
3067 2455 7.04 12.17
3067 316 18.12 44.93
3067 4609 5.54 13.4
3067 3320 15.99 20.43
3068 2344 15.96 19.75
3068 1255 18.89 46.07
3068 3446 10.25 12.5
3068 794 2.71 4.55
3068 3129 6.09 9.42
3069 1280 12.73 26.56
3069 4524 18.08 39.26
3069 4442 5.8 9.95
3069 3203 6.07 9.37
3069 2105 18.2 26.1
3070 119 19.15 34.97
3070 230 9.16 20.5
3070 4262 1.25 1.6
3070 235 4.1 7.84
3070 746 3.97 4.94
3071 4420 3.81 5.93
3071 157 12.42 15.6
3071 933 5.14 6.69
3071 135 16.92 37.92
3071 3367 15.06 28.2
3072 2187 15.86 35.57
3072 2232 15.23 36.51
3072 806 16.25 26.18
3072 706 10.49 24.99
3072 4954 6.68 12.71
3073 1059 10.79 25.77
3073 1441 3.04 6.02
3073 4774 8.52 15.42
3073 4569 16.29 19.85
3073 3616 4.56 10.15
3074 1713 13.21 28.81
3074 3435 11.4 18.39
3074 2103 6.23 9.93
3074 823 6.89 13.81
3074 420 10.92 14.49
3075 2885 8.18 17.36
3075 348 9.64 21.6
3075 4702 12.73 28.63
3075 3002 9.32 19.21
3075 1687 17.13 42.07
3076 435 3.4 5.58
3076 1204 11.72 22.02
3076 3838 6.46 13.64
3076 1241 6.29 12.01
3076 2031 18.04 24.02
3077 2117 13.32 17.09
3077 4476 8.11 12.64
3077 2144 8.69 10.75
3077 3666 1.91 3.47
3077 717 10.77 16.46
3078 1502 9.25 16.37
3078 3460 8.77 17.53
3078 3321 12.34 25.42
3078 3639 9.61 21.98
3078 904 8.68 15.59
3079 1716 19.07 31.89
3079 3083 19.49 45.0
3079 2841 2.83 3.87
3079 1427 3.77 4.65
3079 1324 19.58 35.63
3080 588 17.49 30.93
3080 3939 1.45 2.01
3080 990 1.89 4.05
3080 1686 12.41 29.76
3080 4632 0.95 1.38
3081 3267 14.55 30.89
3081 480 10.45 18.99
3081 2825 1.74 3.36
3081 902 9.66 20.14
3081 1622 2.43 5.28
3082 2345 17.49 40.91
3082 4129 18.0 38.53
3082 203 18.16 37.79
3082 1073 9.09 13.17
3082 1566 19.83 45.62
3083 1684 1.48 3.69
3083 1456 6.85 10.92
3083 3951 3.6 8.12
3083 3467 8.07 18.28
3083 1071 1.73 3.79
3084 2781 17.5 42.81
3084 2331 19.49 27.85
3084 2163 19.3 47.08
3084 665 18.14 29.81
3084 1796 10.12 22.61
3085 329 14.18 25.37
3085 2501 12.69 28.6
3085 3802 10.16 20.57
3085 2314 5.67 11.16
3085 2986 3.53 6.46
3086 3128 14.56 26.38
3086 2744 5.2 8.18
3086 33 1.22 1.66
3086 1255 8.89 16.05
3086 1051 16.15 39.85
3087 3355 0.7 0.91
3087 2310 17.33 24.17
3087 3686 11.04 24.83
3087 3750 15.7 37.08
3087 3601 6.29 7.61
3088 3898 16.62 38.09
3088 2436 6.73 14.79
3088 3212 18.83 32.52
3088 1615 11.73 23.38
3088 2609 19.05 38.2
3089 1568 2.19 5.33
3089 3122 5.16 7.76
3089 3441 3.2 6.19
3089 3489 11.08 21.17
3089 638 15.04 26.95
3090 3771 8.39 19.57
3090 877 18.99 41.92
3090 4638 16.58 38.81
3090 2224 4.93 6.34
3090 2587 8.6 17.36
3091 4621 14.73 25.19
3091 4003 18.76 33.33
3091 2754 3.53 8.2
3091 3389 4.34 6.4
3091 2648 17.27 22.81
3092 3422 3.94 8.06
3092 4577 6.32 10.76
3092 4422 16.65 40.37
3092 2263 12.0 26.03
3092 2649 4.84 11.94
3093 1422 9.02 22.38
3093 3797 13.04 19.13
3093 4303 11.74 26.8
3093 4202 4.02 6.9
3093 3565 15.0 29.92
3094 4628 10.5 14.08
3094 1399 8.02 16.02
3094 3521 13.5 17.38
3094 1147 4.83 10.43
3094 3584 10.4 22.09
3095 1477 9.1 15.66
3095 3497 3.75 5.05
3095 3750 3.29 7.87
3095 2674 7.25 9.03
3095 2993 12.32 25.41
3096 444 11.16 22.35
3096 2462 14.03 19.83
3096 3523 1.14 2.07
3096 1307 3.52 7.34
3096 1606 17.43 38.47
3097 4018 11.93 15.33
3097 1353 11.19 20.2
3097 415 6.59 11.24
3097 1441 8.15 11.83
3097 4506 19.23 35.97
3098 1530 6.18 13.05
3098 1023 10.99 19.53
3098 56 3.52 5.16
3098 395 11.85 21.14
3098 2964 19.24 24.84
3099 4646 6.68 15.9
3099 357 10.29 15.95
3099 3455 19.0 32.52
3099 3339 3.88 8.47
3099 294 1.5 2.68
3100 1738 7.54 9.13
3100 1911 17.08 40.83
3100 4809 11.96 29.31
3100 3597 2.48 5.7
3100 2414 6.8 14.65
3101 686 1.01 1.68
3101 2847 6.46 16.04
3101 2327 4.71 10.03
3101 3795 5.12 10.99
3101 4670 14.01 28.42
3102 2563 2.99 6.58
3102 2209 11.61 20.26
3102 1552 6.0 8.51
3102 1346 7.23 8.9
3102 1667 10.16 14.77
3103 834 9.02 18.74
3103 3306 13.31 31.6
3103 1852 9.27 15.5
3103 3905 10.82 16.67
3103 3336 16.18 37.46
3104 1758 18.29 33.81
3104 3305 2.93 5.96
3104 3033 4.2 6.77
3104 2646 15.3 25.43
3104 3907 16.85 41.04
3105 2814 18.39 42.72
3105 1 17.23 30.32
3105 4957 7.26 16.71
3105 4741 8.72 17.24
3105 4893 18.16 24.97
3106 2049 2.47 4.66
3106 3614 5.22 8.41
3106 3674 19.74 45.57
3106 1409 6.29 8.6
3106 1184 13.18 29.51
3107 3416 17.13 38.24
3107 2994 12.29 24.66
3107 2048 15.68 24.78
3107 3844 0.76 1.21
3107 4935 3.98 7.29
3108 2410 5.8 7.65
3108 665 3.43 4.28
3108 4329 17.01 36.72
3108 4055 16.81 40.09
3108 1657 9.22 22.0
3109 1474 10.76 18.42
3109 409 9.74 22.57
3109 4923 19.96 43.66
3109 1863 5.33 12.45
3109 2962 17.7 44.06
3110 29 6.33 13.15
3110 2199 6.13 11.06
3110 515 17.31 37.79
3110 1283 6.96 10.05
3110 4257 13.04 16.63
3111 3055 2.83 5.14
3111 878 4.2 8.43
3111 4253 9.39 14.63
3111 944 1.79 2.58
3111 403 3.89 5.23
3112 875 16.8 27.77
3112 3333 15.78 31.34
3112 2623 13.27 26.13
3112 1044 8.53 14.27
3112 1944 2.72 5.85
3113 2519 6.3 12.77
3113 2786 10.52 22.59
3113 4773 11.41 28.01
3113 4983 1.81 4.12
3113 3888 1.09 1.48
3114 4216 13.52 17.8
3114 3799 13.21 29.77
3114 2989 5.32 12.17
3114 4637 1.48 2.01
3114 292 10.43 19.71
3115 585 6.47 8.31
3115 3848 8.28 17.95
3115 3083 14.26 32.58
3115 1284 10.66 16.65
3115 3678 8.64 13.72
3116 1997 18.16 30.54
3116 2111 19.12 27.22
3116 2924 14.69 33.8
3116 4580 3.51 6.76
3116 4076 13.9 21.99
3117 885 1.72 3.7
3117 1053 14.91 32.54
3117 1675 6.01 9.84
3117 1950 18.08 36.79
3117 4177 12.48 15.69
3118 3269 1.54 3.67
3118 3596 15.48 35.43
3118 2927 9.13 15.61
3118 3469 13.65 18.26
3118 30 8.82 17.87
3119 3337 8.24 18.47
3119 502 6.64 9.65
3119 4696 15.18 20.12
3119 901 3.07 7.48
3119 1588 9.54 16.75
3120 3485 13.47 20.01
3120 4288 14.17 24.44
3120 3408 10.92 26.33
3120 4385 4.61 9.01
3120 4223 1.17 2.88
3121 3601 8.84 18.74
3121 2928 14.52 27.29
3121 1711 18.35 30.01
3121 2445 14.74 29.82
3121 3662 19.72 47.66
3122 2531 14.9 27.94
3122 3193 14.93 29.23
3122 2448 2.55 6.02
3122 3724 7.23 14.46
3122 4260 4.52 11.17
3123 4205 5.19 11.04
3123 3153 18.82 41.5
3123 2217 16.33 24.4
3123 347 19.63 32.48
3123 2212 2.61 3.4
3124 3103 14.66 22.08
3124 3839 8.01 19.65
3124 2373 12.41 27.91
3124 4761 6.34 10.87
3124 3417 8.15 17.87
3125 902 7.1 16.91
3125 1501 14.49 30.92
3125 2459 19.29 43.8
3125 4855 0.6 1.04
3125 1555 10.72 18.74
3126 1056 16.23 29.09
3126 2750 18.01 40.16
3126 1358 9.03 15.97
3126 2597 15.17 29.55
3126 410 9.04 21.09
3127 4305 6.5 10.83
3127 2367 15.57 29.07
3127 1242 19.08 31.41
3127 463 19.55 28.28
3127 3851 10.98 18.2
3128 2706 2.29 3.42
3128 3040 1.96 2.86
3128 1478 4.67 10.56
3128 4291 7.38 11.97
3128 3266 14.67 33.19
3129 1953 8.92 17.97
3129 2421 4.42 8.93
3129 3998 8.02 14.17
3129 449 19.76 24.7
3129 1200 5.69 13.25
3130 3576 17.62 28.73
3130 423 19.57 34.45
3130 1181 11.22 20.3
3130 3326 18.7 39.49
3130 148 16.32 37.86
3131 103 11.52 26.24
3131 4692 15.72 21.91
3131 2764 6.63 11.53
3131 87 4.18 6.12
3131 2158 1.47 3.02
3132 2638 14.19 25.68
3132 3037 18.63 38.07
3132 940 13.86 33.98
3132 603 10.51 12.65
3132 2888 15.27 22.6
3133 920 2.81 4.68
3133 3602 16.67 27.67
3133 298 12.34 22.73
3133 447 11.52 22.4
3133 1280 5.7 9.5
3134 2427 7.17 12.47
3134 3332 9.56 16.88
3134 2173 10.76 18.18
3134 1362 1.3 1.81
3134 1125 17.06 27.8
3135 4284 17.28 38.07
3135 1478 5.65 8.43
3135 1431 1.34 2.38
3135 1868 19.07 38.32
3135 4797 0.71 1.69
3136 1203 17.56 33.36
3136 3186 5.01 10.5
3136 2404 10.44 19.67
3136 4321 0.86 1.45
3136 3625 2.41 4.48
3137 3455 1.0 1.93
3137 2386 8.96 18.04
3137 534 6.77 9.37
3137 4188 1.12 2.56
3137 1636 13.19 32.61
3138 1208 5.28 12.73
3138 4293 9.84 15.32
3138 4820 12.42 18.68
3138 3205 15.59 25.3
3138 713 7.67 12.06
3139 1129 17.47 27.79
3139 1223 16.02 26.91
3139 1838 2.62 4.46
3139 2973 5.08 10.45
3139 4164 13.93 29.12
3140 520 4.52 6.2
3140 3387 2.0 2.98
3140 4829 19.9 28.71
3140 3322 11.8 20.44
3140 398 15.97 29.13
3141 945 14.67 23.89
3141 4459 3.3 6.08
3141 2836 8.08 16.0
3141 1630 15.66 32.53
3141 1988 7.68 14.09
3142 2193 1.83 2.64
3142 2161 10.55 15.55
3142 4649 15.86 33.82
3142 3481 13.88 23.89
3142 4571 4.07 9.82
3143 1893 8.06 18.24
3143 4036 10.99 19.39
3143 4186 1.9 3.26
3143 163 13.86 33.58
3143 1 9.21 12.49
3144 1139 16.74 33.89
3144 1491 10.19 18.05
3144 891 18.53 45.06
3144 819 15.09 30.44
3144 1283 2.44 4.11
3145 328 17.56 40.33
3145 2036 9.69 13.77
